DEPARTAMENTO,HORA,MODALIDAD,FALLECIDOS,HERIDOS
LA LIBERTAD,09:20,DESPISTE,0,0
LAMBAYEQUE,20:00,CHOQUE,0,0
CAJAMARCA,01:30,DESPISTE,0,1
LIMA,16:30,DESPISTE,0,2
MOQUEGUA,19:10,DESPISTE,0,1
ANCASH,14:00,DESPISTE,0,2
AREQUIPA,05:00,CHOQUE,2,2
ICA,04:35,CHOQUE,0,3
ANCASH,09:20,DESPISTE,0,0
MOQUEGUA,09:30,DESPISTE,1,1
UCAYALI,02:00,DESPISTE,0,0
LAMBAYEQUE,21:30,ESPECIAL,0,1
LIMA,02:20,DESPISTE,1,2
AYACUCHO,16:40,DESPISTE,0,0
AMAZONAS,19:15,CHOQUE,0,1
ANCASH,03:45,DESPISTE,0,0
JUNIN,21:45,DESPISTE,0,1
AYACUCHO,17:38,CHOQUE,0,2
CAJAMARCA,16:40,DESPISTE,1,1
LIMA,07:00,CHOQUE,0,3
ICA,22:30,CHOQUE,0,2
LA LIBERTAD,19:00,DESPISTE,1,0
AMAZONAS,23:45,CHOQUE,0,1
APURIMAC,21:00,CHOQUE,0,4
LIMA,02:30,DESPISTE,0,1
APURIMAC,10:30,DESPISTE,3,2
AREQUIPA,00:30,DESPISTE,0,1
PIURA,19:40,CHOQUE,0,2
LORETO,14:30,ATROPELLO,0,1
PIURA,18:45,DESPISTE,0,0
LIMA,06:40,CHOQUE,1,3
LIMA,05:30,CHOQUE,0,1
PIURA,15:00,DESPISTE,0,2
LA LIBERTAD,19:30,ATROPELLO,1,0
PUNO,21:00,CHOQUE,1,1
CAJAMARCA,16:30,DESPISTE,1,1
PUNO,19:20,CHOQUE,0,0
ANCASH,23:30,CHOQUE,0,1
ANCASH,10:30,DESPISTE,0,0
LIMA,N.I.,CHOQUE,0,0
HUANUCO,09:30,DESPISTE,0,1
AYACUCHO,18:20,CHOQUE,0,0
LIMA,17:15,DESPISTE,0,2
AREQUIPA,10:50,DESPISTE,0,1
HUANUCO,08:10,CHOQUE,0,0
LAMBAYEQUE,20:00,CHOQUE,1,0
CUSCO,05:00,DESPISTE,0,0
MOQUEGUA,10:50,CHOQUE,0,0
LAMBAYEQUE,13:15,CHOQUE,1,0
PIURA,17:40,DESPISTE,0,0
HUANUCO,18:19,DESPISTE,0,1
AYACUCHO,19:00,DESPISTE,0,1
ICA,20:20,DESPISTE,0,1
ANCASH,19:50,DESPISTE,0,1
ANCASH,13:00,DESPISTE,0,0
MADRE DE DIOS,12:26,DESPISTE,0,0
ANCASH,21:50,CHOQUE,0,1
AREQUIPA,17:50,DESPISTE,0,0
LAMBAYEQUE,15:15,CHOQUE,1,0
PIURA,20:30,CHOQUE,1,0
CAJAMARCA,11:55,ATROPELLO,0,1
AREQUIPA,12:29,CHOQUE,0,0
LIMA,23:00,ATROPELLO,1,0
MADRE DE DIOS,16:30,CHOQUE,0,0
LA LIBERTAD,08:20,CHOQUE,0,0
LA LIBERTAD,20:20,ATROPELLO,1,0
APURIMAC,18:40,ATROPELLO,1,0
AREQUIPA,03:45,CHOQUE,0,0
TUMBES,07:35,CHOQUE,0,2
PUNO,19:00,DESPISTE,0,0
LIMA,14:05,DESPISTE,0,0
LIMA,07:00,CHOQUE,1,7
CUSCO,05:30,DESPISTE,0,1
PUNO,10:00,DESPISTE,0,2
ANCASH,18:00,DESPISTE,0,2
SAN MARTIN,09:30,CHOQUE,0,1
AREQUIPA,04:00,CHOQUE,1,3
PIURA,06:10,CHOQUE,0,2
LIMA,05:30,DESPISTE,0,0
TACNA,02:30,DESPISTE,0,0
LIMA,05:40,DESPISTE,0,1
TACNA,19:15,CHOQUE,0,0
JUNIN,14:35,CHOQUE,1,3
CUSCO,06:10,ESPECIAL,1,0
LIMA,15:45,DESPISTE,0,2
ANCASH,07:30,DESPISTE,0,0
UCAYALI,22:40,CHOQUE,1,0
ICA,18:45,CHOQUE,0,2
ANCASH,17:30,DESPISTE,0,1
ANCASH,08:30,DESPISTE,0,0
APURIMAC,13:40,DESPISTE,0,1
AREQUIPA,09:45,CHOQUE,0,1
LA LIBERTAD,07:15,DESPISTE,0,0
AREQUIPA,13:00,CHOQUE,0,0
LIMA,11:08,DESPISTE,0,0
LIMA,10:30,CHOQUE,0,3
CUSCO,14:10,DESPISTE,1,3
LIMA,17:30,DESPISTE,0,4
AREQUIPA,12:30,DESPISTE,0,3
AYACUCHO,05:15,DESPISTE,0,0
CAJAMARCA,08:20,DESPISTE,0,1
LAMBAYEQUE,23:05,CHOQUE,0,0
LIMA,22:50,DESPISTE,0,0
SAN MARTIN,18:30,DESPISTE,0,2
LIMA,11:55,DESPISTE,0,2
LIMA,18:10,DESPISTE,0,1
LIMA,11:55,DESPISTE,0,0
LIMA,18:00,VOLCADURA,1,1
LIMA,19:40,CHOQUE,0,0
ANCASH,06:30,ESPECIAL,0,0
LA LIBERTAD,05:40,CHOQUE,1,1
JUNIN,17:40,CHOQUE,0,2
AREQUIPA,00:50,CHOQUE,1,1
PUNO,17:50,CHOQUE,0,1
PUNO,22:30,DESPISTE,0,3
LIMA,13:15,DESPISTE,0,1
MADRE DE DIOS,14:15,DESPISTE,0,2
HUANCAVELICA,17:45,DESPISTE,0,1
LIMA,07:30,CHOQUE,0,0
LIMA,19:45,DESPISTE,0,0
LIMA,09:20,CHOQUE,0,0
AREQUIPA,10:00,DESPISTE,0,0
ICA,10:40,DESPISTE,0,0
LIMA,07:20,DESPISTE,0,0
MADRE DE DIOS,17:40,CHOQUE,0,2
APURIMAC,15:40,DESPISTE,0,0
SAN MARTIN,15:30,CHOQUE,0,0
LA LIBERTAD,07:50,CHOQUE,0,3
PIURA,19:00,DESPISTE,0,0
AYACUCHO,12:30,DESPISTE,0,3
LA LIBERTAD,16:45,CHOQUE,0,1
LIMA,05:50,DESPISTE,0,0
ICA,06:20,CHOQUE,0,0
ICA,06:00,CHOQUE,0,2
MADRE DE DIOS,07:30,DESPISTE,0,0
PIURA,14:50,DESPISTE,0,0
CUSCO,19:50,CHOQUE,0,2
LIMA,13:50,DESPISTE,0,0
JUNIN,19:50,DESPISTE,0,0
CUSCO,16:00,DESPISTE,0,0
LIMA,17:00,N.I.,0,0
ANCASH,09:30,DESPISTE,0,1
MADRE DE DIOS,03:30,DESPISTE,0,1
AREQUIPA,17:30,CHOQUE,0,0
LORETO,23:00,ATROPELLO,0,0
LIMA,18:20,DESPISTE,0,2
LIMA,10:20,DESPISTE,0,0
LIMA,20:00,CHOQUE,0,2
LIMA,12:50,CHOQUE,0,2
LA LIBERTAD,23:10,ATROPELLO,0,0
TACNA,14:30,ATROPELLO,0,0
LIMA,17:00,DESPISTE,0,0
LIMA,22:40,ESPECIAL,0,0
LIMA,11:10,DESPISTE,0,0
LIMA,04:30,DESPISTE,0,0
PIURA,21:30,N.I.,0,3
ANCASH,04:50,CHOQUE,0,0
ICA,20:10,CHOQUE,0,1
PUNO,15:30,CHOQUE,1,4
AREQUIPA,18:55,CHOQUE,0,0
CUSCO,16:50,CHOQUE,0,0
PUNO,19:20,DESPISTE,1,0
CAJAMARCA,15:30,CHOQUE,0,0
LIMA,06:50,CHOQUE,1,1
JUNIN,10:20,CHOQUE,0,1
ANCASH,01:15,DESPISTE,0,0
SAN MARTIN,19:00,CHOQUE,0,2
AREQUIPA,08:35,DESPISTE,0,1
AREQUIPA,11:45,ATROPELLO,1,0
PUNO,00:30,DESPISTE,0,0
TACNA,06:20,CHOQUE,0,0
JUNIN,13:40,DESPISTE,0,0
LIMA,02:00,CHOQUE,0,0
PUNO,08:00,DESPISTE,0,0
MADRE DE DIOS,14:15,CHOQUE,0,1
PUNO,19:00,DESPISTE,0,0
MADRE DE DIOS,18:30,ATROPELLO,0,2
AREQUIPA,10:30,DESPISTE,0,2
AREQUIPA,10:20,VOLCADURA,0,2
AREQUIPA,03:10,DESPISTE,0,0
JUNIN,17:25,DESPISTE,0,0
CAJAMARCA,15:10,CHOQUE,0,0
UCAYALI,00:15,DESPISTE,0,0
TACNA,20:00,CHOQUE,0,0
AREQUIPA,15:30,DESPISTE,0,0
LAMBAYEQUE,20:00,DESPISTE,0,0
JUNIN,16:20,CHOQUE,0,2
TACNA,04:10,ESPECIAL,0,0
JUNIN,19:50,DESPISTE,1,2
PUNO,09:40,DESPISTE,0,0
PUNO,21:30,DESPISTE,0,0
ICA,19:30,CHOQUE,0,2
ANCASH,08:50,DESPISTE,0,1
ICA,03:50,CHOQUE,3,1
AREQUIPA,15:00,CHOQUE,0,2
APURIMAC,06:30,DESPISTE,0,2
CUSCO,11:10,DESPISTE,1,0
PUNO,18:00,DESPISTE,0,0
JUNIN,19:45,DESPISTE,0,3
LIMA,14:00,N.I.,0,1
LAMBAYEQUE,19:30,DESPISTE,1,0
PIURA,16:40,DESPISTE,0,0
LIMA,20:55,CHOQUE,0,2
CAJAMARCA,20:40,DESPISTE,0,2
CUSCO,19:00,DESPISTE,0,1
PIURA,21:30,CHOQUE,0,2
LA LIBERTAD,05:30,ESPECIAL,0,0
AREQUIPA,07:24,DESPISTE,1,0
AREQUIPA,13:30,DESPISTE,0,0
PIURA,21:30,DESPISTE,0,3
TACNA,19:30,CHOQUE,2,0
AMAZONAS,12:15,DESPISTE,1,4
JUNIN,21:00,CHOQUE,0,0
LIMA,12:00,CHOQUE,0,4
LIMA,13:20,CHOQUE,1,3
PUNO,19:00,CHOQUE,0,0
AREQUIPA,13:50,DESPISTE,0,0
SAN MARTIN,23:00,DESPISTE,0,0
AREQUIPA,01:20,DESPISTE,0,1
APURIMAC,11:30,CHOQUE,0,1
AREQUIPA,07:30,DESPISTE,0,1
CUSCO,06:15,DESPISTE,0,0
AREQUIPA,20:30,ATROPELLO,0,0
LIMA,13:20,CHOQUE,1,0
HUANUCO,05:00,DESPISTE,0,6
PIURA,03:30,DESPISTE,0,1
ICA,03:30,DESPISTE,1,1
LA LIBERTAD,17:00,DESPISTE,11,2
LAMBAYEQUE,02:55,DESPISTE,1,2
JUNIN,20:20,DESPISTE,0,0
LIMA,03:40,DESPISTE,0,2
ANCASH,06:00,CHOQUE,0,1
ICA,20:18,DESPISTE,0,0
PIURA,14:30,CHOQUE,0,1
PIURA,19:30,DESPISTE,0,2
PIURA,21:00,DESPISTE,0,2
LORETO,17:20,DESPISTE,0,1
LORETO,22:30,CHOQUE,0,2
LORETO,18:30,CHOQUE,0,1
CAJAMARCA,10:30,CHOQUE,0,2
LIMA,06:50,DESPISTE,1,0
AREQUIPA,19:15,DESPISTE,0,3
JUNIN,07:45,DESPISTE,0,1
JUNIN,21:30,CHOQUE,0,1
PIURA,19:00,CHOQUE,0,0
PUNO,06:50,CHOQUE,0,2
PUNO,17:30,CHOQUE,0,3
AYACUCHO,10:30,DESPISTE,0,0
APURIMAC,22:00,DESPISTE,0,1
APURIMAC,12:50,CHOQUE,1,3
LA LIBERTAD,15:00,ESPECIAL,0,2
LA LIBERTAD,21:00,CHOQUE,1,1
PIURA,22:30,CHOQUE,0,2
LORETO,04:00,CHOQUE,0,2
JUNIN,18:40,DESPISTE,0,0
MOQUEGUA,10:20,DESPISTE,0,0
JUNIN,06:10,DESPISTE,0,0
JUNIN,05:30,CHOQUE,0,0
SAN MARTIN,19:45,CHOQUE,0,0
LAMBAYEQUE,14:15,CHOQUE,1,2
TACNA,16:30,DESPISTE,0,2
AYACUCHO,09:36,DESPISTE,0,2
LAMBAYEQUE,04:40,DESPISTE,0,2
JUNIN,05:30,DESPISTE,0,1
LAMBAYEQUE,15:50,CHOQUE,0,2
AMAZONAS,00:50,DESPISTE,0,2
ICA,07:10,CHOQUE,0,1
SAN MARTIN,18:30,CHOQUE,0,1
ANCASH,22:30,DESPISTE,0,1
CUSCO,06:15,DESPISTE,0,0
JUNIN,16:40,CHOQUE,0,0
CUSCO,18:30,DESPISTE,0,0
AMAZONAS,14:00,CHOQUE,0,0
TACNA,15:50,DESPISTE,0,2
AREQUIPA,19:30,DESPISTE,0,1
AREQUIPA,23:15,DESPISTE,0,0
LIMA,04:15,CHOQUE,0,0
LIMA,20:00,CHOQUE,0,1
JUNIN,17:15,CHOQUE,0,2
JUNIN,03:40,CHOQUE,0,0
ANCASH,11:50,DESPISTE,0,0
JUNIN,19:20,CHOQUE,0,0
AMAZONAS,21:30,DESPISTE,0,0
ANCASH,07:30,DESPISTE,0,1
ANCASH,21:15,ESPECIAL,0,5
LAMBAYEQUE,10:00,DESPISTE,0,2
LORETO,17:20,DESPISTE,0,2
LAMBAYEQUE,14:00,DESPISTE,0,0
JUNIN,22:30,DESPISTE,0,3
LIMA,09:00,DESPISTE,0,1
PUNO,07:00,DESPISTE,0,0
LA LIBERTAD,04:35,DESPISTE,0,1
CUSCO,15:30,DESPISTE,0,1
TACNA,03:14,ATROPELLO,1,0
PUNO,08:30,DESPISTE,0,1
PIURA,21:30,CHOQUE,0,1
LIMA,15:00,DESPISTE,0,1
LIMA,02:45,CHOQUE,0,1
LAMBAYEQUE,03:30,DESPISTE,0,0
PUNO,12:50,DESPISTE,1,1
CAJAMARCA,10:10,ATROPELLO,0,1
APURIMAC,20:00,DESPISTE,0,3
LORETO,14:00,CHOQUE,0,3
CUSCO,15:30,VOLCADURA,0,3
LIMA,07:00,DESPISTE,0,0
JUNIN,22:00,DESPISTE,0,0
JUNIN,16:50,CHOQUE,0,0
PUNO,15:30,DESPISTE,0,3
LORETO,15:00,CHOQUE,0,0
LIMA,08:50,ESPECIAL,0,0
LIMA,08:10,CHOQUE,0,0
ANCASH,16:30,DESPISTE,0,0
JUNIN,21:00,DESPISTE,0,1
LIMA,N.I.,DESPISTE,0,0
JUNIN,15:10,CHOQUE,0,1
AMAZONAS,15:30,DESPISTE,0,1
ANCASH,23:40,CHOQUE,0,2
LA LIBERTAD,06:50,CHOQUE,0,0
AREQUIPA,11:50,DESPISTE,0,4
AREQUIPA,05:00,DESPISTE,0,4
PIURA,12:49,CHOQUE,0,2
JUNIN,10:45,DESPISTE,0,0
LIMA,19:40,CHOQUE,1,0
SAN MARTIN,18:30,CHOQUE,0,0
PUNO,09:30,CHOQUE,1,1
PIURA,21:30,DESPISTE,0,1
PUNO,10:00,DESPISTE,0,2
AYACUCHO,12:00,DESPISTE,0,0
CAJAMARCA,11:40,VOLCADURA,0,1
LIMA,21:00,CHOQUE,0,2
ANCASH,04:45,CHOQUE,0,0
ICA,15:05,CHOQUE,0,0
MADRE DE DIOS,00:12,DESPISTE,0,1
ICA,18:56,CHOQUE,0,1
ICA,07:30,CHOQUE,0,0
AREQUIPA,09:00,CHOQUE,0,2
JUNIN,15:00,DESPISTE,0,0
LIMA,09:00,DESPISTE,0,0
LIMA,04:30,DESPISTE,0,0
PUNO,01:15,CHOQUE,0,2
ANCASH,06:45,CHOQUE,0,0
LA LIBERTAD,09:00,ESPECIAL,0,0
LA LIBERTAD,N.I.,ESPECIAL,0,0
LA LIBERTAD,06:30,CHOQUE,0,10
LORETO,20:00,CHOQUE,0,2
LIMA,N.I.,ESPECIAL,0,0
PIURA,03:55,DESPISTE,0,2
LIMA,18:30,CHOQUE,0,1
LIMA,19:40,ATROPELLO,1,0
JUNIN,16:10,DESPISTE,0,2
LIMA,05:00,DESPISTE,0,2
LIMA,14:00,CHOQUE,0,1
AMAZONAS,11:50,CHOQUE,0,2
PIURA,07:02,CHOQUE,0,3
LA LIBERTAD,03:52,CHOQUE,1,0
SAN MARTIN,14:45,DESPISTE,0,0
AREQUIPA,16:40,DESPISTE,0,0
LORETO,06:00,CHOQUE,0,1
ANCASH,08:50,DESPISTE,0,0
ANCASH,06:30,VOLCADURA,0,0
AREQUIPA,08:30,ESPECIAL,0,0
LIMA,17:50,DESPISTE,0,6
AREQUIPA,06:00,DESPISTE,0,0
ICA,14:29,DESPISTE,0,0
ANCASH,08:50,CHOQUE,0,2
ICA,09:30,DESPISTE,0,1
LA LIBERTAD,11:15,CHOQUE,0,2
PIURA,23:08,CHOQUE,1,0
JUNIN,22:40,DESPISTE,0,0
LIMA,08:30,DESPISTE,0,4
LIMA,07:00,DESPISTE,0,3
LIMA,07:10,DESPISTE,0,1
LIMA,06:10,DESPISTE,0,0
JUNIN,22:30,CHOQUE,0,1
PUNO,07:50,DESPISTE,0,0
ANCASH,19:10,CHOQUE,0,2
ANCASH,06:00,CHOQUE,0,0
SAN MARTIN,05:55,CHOQUE,0,1
PIURA,01:30,CHOQUE,0,1
UCAYALI,16:40,ATROPELLO,0,2
UCAYALI,14:30,CHOQUE,0,0
PIURA,11:40,DESPISTE,0,2
LAMBAYEQUE,17:45,DESPISTE,0,0
LIMA,02:30,DESPISTE,0,0
CUSCO,23:40,DESPISTE,0,1
LIMA,18:20,DESPISTE,0,0
PUNO,00:40,DESPISTE,0,0
MADRE DE DIOS,19:00,CHOQUE,1,0
CUSCO,10:30,DESPISTE,0,0
LIMA,04:40,DESPISTE,0,3
LIMA,19:00,ATROPELLO,1,0
LIMA,20:50,CHOQUE,0,0
JUNIN,14:50,DESPISTE,0,3
TUMBES,16:00,DESPISTE,0,2
ANCASH,00:45,CHOQUE,0,1
AMAZONAS,23:30,ATROPELLO,1,0
APURIMAC,17:30,DESPISTE,0,0
AREQUIPA,08:00,CHOQUE,0,3
PIURA,08:15,CHOQUE,0,1
CUSCO,13:00,CHOQUE,0,1
LIMA,10:00,DESPISTE,0,1
CAJAMARCA,23:50,DESPISTE,0,2
JUNIN,06:30,CHOQUE,0,0
AREQUIPA,03:00,DESPISTE,0,4
CAJAMARCA,02:07,DESPISTE,0,0
HUANCAVELICA,07:30,CHOQUE,0,1
PUNO,12:30,DESPISTE,0,0
ANCASH,09:00,DESPISTE,0,0
AREQUIPA,21:50,DESPISTE,0,0
LA LIBERTAD,20:55,CHOQUE,0,1
PIURA,10:30,CHOQUE,0,1
LIMA,10:30,CHOQUE,0,0
LORETO,16:45,CHOQUE,1,0
LIMA,14:50,DESPISTE,0,0
LIMA,23:30,ATROPELLO,0,1
LIMA,19:40,CHOQUE,0,1
ICA,18:50,CHOQUE,6,7
ANCASH,05:20,DESPISTE,0,1
LAMBAYEQUE,16:00,DESPISTE,0,1
LORETO,14:10,DESPISTE,0,2
UCAYALI,09:20,DESPISTE,0,1
CAJAMARCA,15:30,DESPISTE,0,2
LIMA,05:50,ESPECIAL,0,0
LIMA,06:00,CHOQUE,0,1
AMAZONAS,07:03,CHOQUE,1,0
LIMA,09:30,CHOQUE,0,0
PUNO,13:00,DESPISTE,0,1
SAN MARTIN,08:20,DESPISTE,0,0
JUNIN,21:30,DESPISTE,0,1
LIMA,05:10,DESPISTE,0,2
PUNO,15:20,DESPISTE,0,4
ICA,19:00,CHOQUE,1,0
ANCASH,15:10,VOLCADURA,0,0
LA LIBERTAD,02:00,CHOQUE,3,1
PIURA,23:15,CHOQUE,1,0
LA LIBERTAD,01:40,CHOQUE,0,0
LIMA,22:32,CHOQUE,0,0
PIURA,18:00,DESPISTE,0,0
LIMA,00:30,CHOQUE,0,0
LIMA,12:20,DESPISTE,0,0
UCAYALI,06:45,CHOQUE,1,1
CAJAMARCA,06:30,CHOQUE,0,0
LIMA,20:10,CHOQUE,1,1
MADRE DE DIOS,16:00,ATROPELLO,1,0
APURIMAC,17:30,DESPISTE,0,2
ANCASH,22:30,DESPISTE,0,0
AREQUIPA,16:00,CHOQUE,0,1
JUNIN,18:50,CHOQUE,0,0
LAMBAYEQUE,17:20,CHOQUE,0,0
JUNIN,07:45,DESPISTE,0,0
CAJAMARCA,21:30,CHOQUE,0,1
JUNIN,08:20,DESPISTE,0,1
LAMBAYEQUE,16:30,CHOQUE,0,1
LIMA,20:00,CHOQUE,1,1
LIMA,13:39,ESPECIAL,0,0
LIMA,10:30,ATROPELLO,1,0
JUNIN,05:30,CHOQUE,2,0
LIMA,01:30,DESPISTE,0,0
AREQUIPA,07:30,DESPISTE,0,0
PUNO,07:00,DESPISTE,1,0
ANCASH,07:30,DESPISTE,0,1
AYACUCHO,22:10,CHOQUE,0,0
APURIMAC,05:30,DESPISTE,0,2
LA LIBERTAD,16:10,CHOQUE,0,1
PUNO,12:00,DESPISTE,0,1
AREQUIPA,08:30,CHOQUE,2,0
UCAYALI,00:10,CHOQUE,0,1
AREQUIPA,08:30,DESPISTE,0,1
PIURA,20:20,CHOQUE,0,1
LAMBAYEQUE,04:50,CHOQUE,0,2
CAJAMARCA,23:30,DESPISTE,0,0
HUANUCO,16:00,DESPISTE,0,0
UCAYALI,11:00,DESPISTE,0,1
CAJAMARCA,06:08,CHOQUE,0,0
AYACUCHO,15:10,DESPISTE,0,2
ICA,23:30,CHOQUE,0,0
AMAZONAS,22:50,DESPISTE,0,0
ANCASH,21:10,CHOQUE,0,1
MADRE DE DIOS,19:40,DESPISTE,0,2
LA LIBERTAD,20:00,CHOQUE,0,1
CAJAMARCA,10:30,DESPISTE,0,0
CAJAMARCA,17:50,DESPISTE,0,1
APURIMAC,11:20,VOLCADURA,0,5
TACNA,05:15,DESPISTE,0,0
ICA,12:30,DESPISTE,1,1
JUNIN,08:00,DESPISTE,0,1
LIMA,21:00,VOLCADURA,0,0
LIMA,12:25,DESPISTE,1,2
CUSCO,14:15,DESPISTE,0,0
LIMA,19:00,DESPISTE,0,3
ANCASH,05:00,DESPISTE,0,1
LIMA,12:45,CHOQUE,0,0
ANCASH,03:00,DESPISTE,0,1
AYACUCHO,11:10,CHOQUE,0,4
PIURA,15:40,CHOQUE,1,1
PIURA,21:55,ATROPELLO,1,0
PUNO,17:00,ATROPELLO,0,1
AREQUIPA,06:30,CHOQUE,0,1
LIMA,16:30,CHOQUE,0,1
LIMA,10:00,CHOQUE,0,0
LAMBAYEQUE,16:30,DESPISTE,0,12
LAMBAYEQUE,22:02,DESPISTE,0,1
JUNIN,14:00,DESPISTE,0,0
LIMA,13:45,DESPISTE,0,0
SAN MARTIN,18:50,ATROPELLO,0,1
AREQUIPA,23:55,ESPECIAL,0,0
CUSCO,07:50,VOLCADURA,0,0
TACNA,10:40,DESPISTE,0,2
LIMA,05:40,CHOQUE,0,2
LIMA,07:20,CHOQUE,0,1
CAJAMARCA,20:30,CHOQUE,0,2
HUANUCO,19:35,ATROPELLO,0,0
MADRE DE DIOS,20:45,ATROPELLO,0,1
PIURA,17:30,CHOQUE,0,2
CAJAMARCA,10:30,DESPISTE,0,1
JUNIN,19:20,CHOQUE,0,0
LA LIBERTAD,14:50,N.I.,1,1
HUANUCO,13:20,DESPISTE,1,0
LIMA,12:10,DESPISTE,0,0
APURIMAC,07:50,N.I.,0,0
HUANUCO,20:30,CHOQUE,0,2
PUNO,19:40,DESPISTE,0,3
HUANUCO,00:40,DESPISTE,0,1
LA LIBERTAD,07:45,ATROPELLO,0,1
AREQUIPA,N.I.,DESPISTE,0,1
AREQUIPA,09:00,DESPISTE,0,1
LA LIBERTAD,16:00,CHOQUE,0,4
CAJAMARCA,08:30,DESPISTE,0,2
PIURA,06:34,DESPISTE,0,1
LIMA,22:15,CHOQUE,0,1
PUNO,09:30,CHOQUE,0,2
LORETO,07:35,CHOQUE,0,0
ANCASH,07:30,DESPISTE,0,0
ANCASH,20:40,CHOQUE,0,1
MADRE DE DIOS,11:30,DESPISTE,0,0
ICA,23:00,DESPISTE,1,1
LA LIBERTAD,18:00,CHOQUE,0,0
SAN MARTIN,13:40,N.I.,0,1
AREQUIPA,21:00,CHOQUE,0,0
CAJAMARCA,16:45,CHOQUE,0,2
JUNIN,08:20,DESPISTE,0,0
PIURA,00:35,DESPISTE,1,0
LIMA,22:45,DESPISTE,0,0
LIMA,22:00,DESPISTE,0,0
ANCASH,10:30,ATROPELLO,0,2
LIMA,10:20,DESPISTE,0,1
LIMA,05:00,ESPECIAL,0,0
JUNIN,16:40,CHOQUE,0,4
ICA,22:00,ATROPELLO,0,1
PIURA,08:55,DESPISTE,1,1
AREQUIPA,18:55,CHOQUE,0,1
SAN MARTIN,15:00,DESPISTE,0,1
AREQUIPA,22:50,CHOQUE,0,2
SAN MARTIN,15:50,CHOQUE,2,0
JUNIN,05:45,DESPISTE,0,0
JUNIN,06:05,CHOQUE,0,0
LIMA,09:40,DESPISTE,0,0
HUANUCO,11:15,CHOQUE,0,1
ANCASH,06:22,CHOQUE,0,0
ICA,05:00,CHOQUE,0,0
MADRE DE DIOS,23:00,CHOQUE,0,1
SAN MARTIN,06:40,CHOQUE,0,0
CUSCO,23:05,CHOQUE,0,0
LIMA,08:00,CHOQUE,0,1
LA LIBERTAD,19:40,CHOQUE,2,6
PUNO,17:50,DESPISTE,0,1
ICA,04:25,CHOQUE,0,0
AREQUIPA,21:15,CHOQUE,1,0
LIMA,08:10,CHOQUE,0,0
JUNIN,06:30,CHOQUE,0,1
JUNIN,12:00,CHOQUE,0,3
LIMA,17:45,ATROPELLO,0,1
HUANUCO,20:30,DESPISTE,0,0
MADRE DE DIOS,18:30,CHOQUE,0,1
AREQUIPA,09:00,CHOQUE,0,0
APURIMAC,01:00,ATROPELLO,1,0
AREQUIPA,16:45,CHOQUE,0,0
PIURA,06:10,CHOQUE,1,0
CUSCO,06:30,ATROPELLO,0,1
LIMA,23:00,CHOQUE,0,0
AYACUCHO,06:00,CHOQUE,0,0
HUANUCO,05:00,DESPISTE,0,1
PUNO,17:30,CHOQUE,0,1
UCAYALI,19:30,CHOQUE,0,1
LIMA,06:10,CHOQUE,0,0
LIMA,12:40,CHOQUE,0,0
CAJAMARCA,18:30,DESPISTE,0,1
HUANUCO,16:00,CHOQUE,0,3
LIMA,01:30,DESPISTE,0,0
LIMA,12:30,DESPISTE,0,0
JUNIN,17:30,DESPISTE,0,1
MADRE DE DIOS,13:15,CHOQUE,0,0
LA LIBERTAD,21:00,DESPISTE,0,2
LORETO,17:45,CHOQUE,0,0
LIMA,23:15,CHOQUE,0,0
HUANUCO,01:35,CHOQUE,0,3
LIMA,22:30,CHOQUE,0,0
LIMA,00:30,DESPISTE,0,0
LIMA,00:30,DESPISTE,0,1
LAMBAYEQUE,21:00,CHOQUE,0,1
CUSCO,16:40,DESPISTE,0,2
ANCASH,07:40,DESPISTE,0,2
ANCASH,08:10,DESPISTE,0,0
ICA,18:00,CHOQUE,0,1
LA LIBERTAD,17:20,CHOQUE,1,0
AREQUIPA,06:00,DESPISTE,0,3
PIURA,07:40,CHOQUE,0,3
PUNO,15:30,DESPISTE,0,0
CAJAMARCA,08:30,DESPISTE,0,0
MOQUEGUA,11:00,DESPISTE,0,0
LAMBAYEQUE,21:15,ESPECIAL,0,0
LIMA,18:00,CHOQUE,0,1
LIMA,13:20,VOLCADURA,0,1
AREQUIPA,21:30,DESPISTE,0,4
LIMA,23:30,CHOQUE,1,0
JUNIN,21:45,CHOQUE,0,0
LIMA,N.I.,CHOQUE,0,3
AYACUCHO,22:30,DESPISTE,0,2
MADRE DE DIOS,14:00,CHOQUE,0,4
AREQUIPA,10:50,DESPISTE,0,0
AREQUIPA,11:45,DESPISTE,1,0
LIMA,20:15,CHOQUE,0,0
HUANUCO,06:15,DESPISTE,0,2
SAN MARTIN,16:00,DESPISTE,0,1
LA LIBERTAD,23:47,CHOQUE,0,1
JUNIN,14:28,CHOQUE,0,3
AREQUIPA,23:50,VOLCADURA,0,0
JUNIN,18:15,CHOQUE,0,0
LA LIBERTAD,07:00,CHOQUE,0,1
SAN MARTIN,13:30,VOLCADURA,0,1
PIURA,19:10,CHOQUE,0,3
CUSCO,18:30,CHOQUE,1,2
LORETO,22:25,DESPISTE,0,0
TACNA,09:00,CHOQUE,0,0
LIMA,03:36,DESPISTE,0,0
LIMA,18:05,CHOQUE,0,0
JUNIN,19:00,DESPISTE,0,2
JUNIN,13:00,ATROPELLO,0,1
JUNIN,11:30,CHOQUE,0,0
LIMA,07:30,DESPISTE,0,0
PIURA,17:30,CHOQUE,0,3
