DEPARTAMENTO,HORA,MODALIDAD,FALLECIDOS,HERIDOS
ANCASH,01:50,DESPISTE,0,1
CUSCO,08:45,DESPISTE,0,0
ICA,10:00,CHOQUE,0,6
LA LIBERTAD,16:45,DESPISTE,0,1
MADRE DE DIOS,10:50,DESPISTE,0,0
LA LIBERTAD,19:00,CHOQUE,0,1
LA LIBERTAD,08:20,CHOQUE,0,2
AREQUIPA,19:30,CHOQUE,0,1
AREQUIPA,18:30,DESPISTE,0,0
LAMBAYEQUE,04:40,CHOQUE,0,3
AREQUIPA,02:30,DESPISTE,0,2
PUNO,08:15,CHOQUE,0,5
CAJAMARCA,22:18,CHOQUE,0,1
LIMA,10:50,CHOQUE,0,1
PIURA,14:30,CHOQUE,0,0
LIMA,05:00,DESPISTE,0,2
JUNIN,20:05,CHOQUE,1,0
LIMA,19:00,CHOQUE,0,2
HUANUCO,01:40,DESPISTE,0,0
AREQUIPA,06:00,DESPISTE,0,1
LIMA,13:30,CHOQUE,0,1
PASCO,06:30,DESPISTE,0,1
LIMA,20:10,CHOQUE,0,1
LIMA,21:05,CHOQUE,2,0
ANCASH,13:25,DESPISTE,1,4
AYACUCHO,05:00,DESPISTE,0,0
ICA,14:40,CHOQUE,0,3
ANCASH,08:00,DESPISTE,0,0
SAN MARTIN,19:20,CHOQUE,0,2
AREQUIPA,20:25,CHOQUE,2,0
LAMBAYEQUE,17:50,CHOQUE,0,0
AREQUIPA,10:30,DESPISTE,0,1
TACNA,02:40,CHOQUE,0,0
ANCASH,13:00,N.I.,1,2
UCAYALI,14:00,DESPISTE,0,1
UCAYALI,06:45,CHOQUE,0,2
LAMBAYEQUE,00:30,DESPISTE,0,2
LIMA,04:30,ATROPELLO,0,0
JUNIN,12:30,DESPISTE,0,28
AREQUIPA,07:15,CHOQUE,0,0
CAJAMARCA,16:00,DESPISTE,0,1
JUNIN,18:05,CHOQUE,0,3
HUANUCO,09:30,CHOQUE,0,2
LIMA,06:40,DESPISTE,0,0
AREQUIPA,06:50,DESPISTE,0,0
TUMBES,11:50,DESPISTE,0,1
ICA,04:30,CHOQUE,0,1
PIURA,19:40,CHOQUE,0,1
PUNO,06:45,DESPISTE,0,0
PUNO,17:30,DESPISTE,0,3
HUANUCO,14:00,CHOQUE,0,2
LA LIBERTAD,11:20,ESPECIAL,0,1
CUSCO,13:30,DESPISTE,0,0
PUNO,18:20,CHOQUE,0,4
AREQUIPA,19:30,DESPISTE,0,0
UCAYALI,07:15,CHOQUE,0,0
ANCASH,19:30,DESPISTE,0,1
LAMBAYEQUE,16:00,CHOQUE,0,1
MOQUEGUA,12:22,DESPISTE,0,2
PUNO,02:15,CHOQUE,0,0
PUNO,11:20,ATROPELLO,0,1
UCAYALI,09:15,CHOQUE,0,0
SAN MARTIN,16:30,DESPISTE,0,5
LA LIBERTAD,07:00,CHOQUE,0,2
CAJAMARCA,12:20,ESPECIAL,0,2
JUNIN,02:20,DESPISTE,0,0
CAJAMARCA,22:50,CHOQUE,0,0
JUNIN,06:00,DESPISTE,0,0
PIURA,18:10,DESPISTE,0,1
LIMA,11:40,DESPISTE,0,1
PIURA,22:57,DESPISTE,0,0
PASCO,16:20,CHOQUE,0,1
LIMA,17:55,DESPISTE,0,0
AYACUCHO,07:30,CHOQUE,0,0
ANCASH,17:00,DESPISTE,0,0
LA LIBERTAD,04:00,ATROPELLO,0,0
LAMBAYEQUE,23:30,CHOQUE,0,1
CAJAMARCA,16:40,DESPISTE,0,0
JUNIN,14:30,CHOQUE,0,2
JUNIN,14:45,DESPISTE,0,1
LIMA,08:20,CHOQUE,0,0
LIMA,07:50,DESPISTE,0,0
LIMA,14:00,DESPISTE,0,0
LIMA,21:20,ATROPELLO,1,0
JUNIN,02:30,DESPISTE,0,5
ANCASH,04:00,DESPISTE,0,0
ICA,00:15,CHOQUE,0,1
ICA,17:45,CHOQUE,0,2
ICA,13:50,CHOQUE,0,2
ANCASH,08:30,DESPISTE,0,2
LA LIBERTAD,12:00,CHOQUE,1,2
SAN MARTIN,19:30,DESPISTE,0,1
SAN MARTIN,11:00,ATROPELLO,0,1
TACNA,09:46,DESPISTE,0,1
TACNA,18:00,CHOQUE,3,1
LIMA,01:30,CHOQUE,0,1
LA LIBERTAD,19:30,DESPISTE,0,0
SAN MARTIN,21:05,DESPISTE,0,1
CUSCO,08:00,CHOQUE,1,0
CUSCO,11:15,CHOQUE,0,3
AREQUIPA,05:50,ATROPELLO,0,1
LIMA,00:50,DESPISTE,0,1
AMAZONAS,17:30,ESPECIAL,0,2
LIMA,08:20,DESPISTE,0,0
LIMA,17:20,CHOQUE,0,1
LIMA,21:00,CHOQUE,0,2
CUSCO,23:10,CHOQUE,0,4
JUNIN,07:20,CHOQUE,0,2
AYACUCHO,13:30,DESPISTE,0,1
HUANUCO,17:50,CHOQUE,0,3
CUSCO,15:00,DESPISTE,0,1
HUANUCO,10:00,CHOQUE,0,0
ANCASH,05:00,CHOQUE,0,2
AMAZONAS,17:30,DESPISTE,0,0
LA LIBERTAD,15:20,DESPISTE,1,0
ANCASH,11:50,CHOQUE,0,0
LAMBAYEQUE,06:45,ATROPELLO,1,0
LAMBAYEQUE,04:15,CHOQUE,0,2
APURIMAC,22:50,CHOQUE,0,0
LAMBAYEQUE,17:25,ATROPELLO,0,1
AREQUIPA,13:35,CHOQUE,0,3
MOQUEGUA,17:30,DESPISTE,0,2
TACNA,12:10,CHOQUE,0,0
N.I.,09:45,CHOQUE,0,1
PIURA,13:00,CHOQUE,0,2
ICA,09:20,CHOQUE,0,1
CAJAMARCA,17:30,DESPISTE,0,0
HUANCAVELICA,18:15,ATROPELLO,1,0
PUNO,15:30,CHOQUE,0,0
LIMA,17:00,CHOQUE,0,4
HUANCAVELICA,22:00,CHOQUE,0,0
LAMBAYEQUE,21:00,ESPECIAL,0,1
AYACUCHO,05:45,DESPISTE,0,1
JUNIN,10:00,DESPISTE,0,1
PASCO,17:30,DESPISTE,0,0
LIMA,18:35,CHOQUE,1,0
ANCASH,09:00,DESPISTE,0,2
ANCASH,02:15,ESPECIAL,0,0
LA LIBERTAD,16:45,CHOQUE,0,1
AREQUIPA,20:20,CHOQUE,0,0
AREQUIPA,23:00,CHOQUE,1,1
JUNIN,07:15,CHOQUE,0,0
PUNO,19:50,CHOQUE,0,2
JUNIN,12:25,CHOQUE,0,1
LIMA,07:34,CHOQUE,0,0
PIURA,03:30,DESPISTE,0,1
PUNO,19:30,CHOQUE,0,0
PIURA,08:10,CHOQUE,0,2
ICA,04:20,DESPISTE,0,0
APURIMAC,11:50,DESPISTE,0,0
MADRE DE DIOS,19:00,CHOQUE,2,0
ICA,15:50,DESPISTE,0,0
PIURA,03:00,DESPISTE,0,4
CAJAMARCA,04:45,DESPISTE,0,0
LIMA,14:40,CHOQUE,0,15
JUNIN,05:30,DESPISTE,0,1
TACNA,16:10,CHOQUE,0,2
PUNO,07:30,CHOQUE,0,3
CUSCO,12:15,ATROPELLO,0,0
AREQUIPA,03:00,DESPISTE,0,0
LIMA,19:50,ESPECIAL,0,0
AREQUIPA,09:45,DESPISTE,1,2
LAMBAYEQUE,19:22,CHOQUE,0,2
PASCO,00:40,CHOQUE,0,0
LIMA,19:40,DESPISTE,0,1
AMAZONAS,23:10,DESPISTE,0,1
ICA,04:00,DESPISTE,0,0
ANCASH,14:30,CHOQUE,0,3
MADRE DE DIOS,12:30,CHOQUE,0,2
SAN MARTIN,19:50,CHOQUE,0,1
LAMBAYEQUE,15:50,CHOQUE,1,0
PUNO,19:00,CHOQUE,0,0
LA LIBERTAD,12:40,DESPISTE,18,5
PUNO,22:00,DESPISTE,0,0
LORETO,19:15,DESPISTE,0,1
AREQUIPA,09:30,CHOQUE,0,1
SAN MARTIN,04:30,DESPISTE,0,1
SAN MARTIN,16:00,DESPISTE,0,0
LIMA,19:10,DESPISTE,0,4
LIMA,14:20,CHOQUE,0,0
LIMA,09:10,DESPISTE,0,5
LIMA,00:03,CHOQUE,0,0
AREQUIPA,08:00,DESPISTE,0,1
PUNO,22:00,CHOQUE,0,1
ICA,17:45,DESPISTE,0,1
UCAYALI,20:45,ATROPELLO,0,0
LA LIBERTAD,12:30,DESPISTE,0,0
AREQUIPA,18:30,DESPISTE,0,1
LIMA,11:00,CHOQUE,1,0
UCAYALI,18:45,DESPISTE,0,1
LIMA,23:30,DESPISTE,0,1
AREQUIPA,15:00,DESPISTE,0,0
AREQUIPA,18:30,DESPISTE,0,0
LIMA,21:50,CHOQUE,0,1
LIMA,18:07,CHOQUE,0,1
TUMBES,04:30,DESPISTE,0,4
LIMA,15:30,DESPISTE,0,3
LA LIBERTAD,11:00,CHOQUE,1,2
AREQUIPA,20:00,ATROPELLO,1,1
AREQUIPA,04:30,DESPISTE,0,0
CAJAMARCA,11:40,DESPISTE,0,2
PUNO,07:00,DESPISTE,2,0
JUNIN,19:15,CHOQUE,1,4
LIMA,20:15,DESPISTE,0,1
JUNIN,19:20,CHOQUE,0,0
HUANUCO,17:10,CHOQUE,1,0
AREQUIPA,08:50,DESPISTE,0,1
AREQUIPA,21:30,CHOQUE,0,0
LIMA,15:25,CHOQUE,0,2
LIMA,12:10,CHOQUE,0,1
ICA,06:00,CHOQUE,0,0
APURIMAC,13:30,CHOQUE,0,3
LA LIBERTAD,13:45,DESPISTE,0,0
SAN MARTIN,18:00,CHOQUE,1,0
SAN MARTIN,05:40,DESPISTE,0,0
SAN MARTIN,07:04,CHOQUE,0,0
SAN MARTIN,17:05,CHOQUE,0,2
CUSCO,22:30,CHOQUE,0,0
UCAYALI,03:15,DESPISTE,0,0
CAJAMARCA,07:50,CHOQUE,0,1
LIMA,01:30,CHOQUE,0,0
CAJAMARCA,18:00,DESPISTE,0,0
LIMA,07:30,ESPECIAL,0,0
ANCASH,05:10,CHOQUE,2,5
ICA,06:30,DESPISTE,0,0
AREQUIPA,03:40,CHOQUE,0,0
MADRE DE DIOS,11:30,CHOQUE,0,1
APURIMAC,08:15,CHOQUE,0,0
AREQUIPA,06:30,CHOQUE,0,5
PIURA,09:00,DESPISTE,0,0
PUNO,19:30,CHOQUE,1,0
ICA,12:00,CHOQUE,0,4
CAJAMARCA,17:45,CHOQUE,0,0
LIMA,19:05,CHOQUE,0,1
ANCASH,18:00,DESPISTE,0,4
LIMA,15:50,CHOQUE,0,2
PASCO,03:00,CHOQUE,0,0
JUNIN,16:20,CHOQUE,0,2
CAJAMARCA,04:50,CHOQUE,1,1
ANCASH,02:30,DESPISTE,0,2
AREQUIPA,17:30,CHOQUE,0,1
AREQUIPA,10:20,DESPISTE,0,0
PIURA,09:50,DESPISTE,0,1
UCAYALI,20:35,DESPISTE,0,2
PUNO,17:40,CHOQUE,0,5
JUNIN,05:45,DESPISTE,0,0
LIMA,18:50,CHOQUE,1,0
JUNIN,16:54,DESPISTE,0,1
LIMA,18:45,DESPISTE,0,1
LIMA,14:30,DESPISTE,0,3
LIMA,19:20,CHOQUE,1,0
AMAZONAS,15:30,CHOQUE,0,1
HUANUCO,18:40,CHOQUE,0,2
ANCASH,20:10,CHOQUE,0,1
PIURA,15:40,CHOQUE,0,0
PIURA,07:42,DESPISTE,1,0
MOQUEGUA,21:30,DESPISTE,0,2
TACNA,22:20,DESPISTE,0,2
CAJAMARCA,20:45,ATROPELLO,1,0
JUNIN,09:00,CHOQUE,0,3
LIMA,11:30,CHOQUE,0,0
LIMA,12:40,CHOQUE,0,1
MOQUEGUA,22:20,DESPISTE,0,1
AREQUIPA,03:45,DESPISTE,0,1
JUNIN,10:30,CHOQUE,0,1
CAJAMARCA,06:30,CHOQUE,1,2
LA LIBERTAD,20:05,CHOQUE,0,0
CUSCO,10:30,DESPISTE,0,1
LIMA,11:10,DESPISTE,0,1
ANCASH,17:20,CHOQUE,0,1
ANCASH,16:40,CHOQUE,0,0
AREQUIPA,16:50,DESPISTE,0,1
SAN MARTIN,14:25,CHOQUE,0,4
LA LIBERTAD,10:45,DESPISTE,0,1
LAMBAYEQUE,18:50,CHOQUE,0,1
AREQUIPA,20:45,CHOQUE,0,6
AREQUIPA,06:00,DESPISTE,0,1
AREQUIPA,14:30,CHOQUE,1,1
MOQUEGUA,05:30,CHOQUE,0,0
AREQUIPA,20:40,CHOQUE,1,0
JUNIN,18:30,CHOQUE,0,0
PIURA,03:30,DESPISTE,0,1
ANCASH,04:45,CHOQUE,0,2
ANCASH,02:25,DESPISTE,0,1
UCAYALI,23:45,CHOQUE,0,4
LAMBAYEQUE,09:30,CHOQUE,0,0
JUNIN,20:30,CHOQUE,0,1
LIMA,10:00,CHOQUE,1,0
LIMA,18:50,DESPISTE,0,0
PASCO,15:15,CHOQUE,0,0
LIMA,21:15,DESPISTE,0,0
LIMA,12:00,CHOQUE,0,1
LIMA,07:15,DESPISTE,0,0
ICA,06:40,CHOQUE,1,0
UCAYALI,12:30,DESPISTE,0,0
HUANUCO,23:20,DESPISTE,0,2
AREQUIPA,03:15,DESPISTE,0,3
LAMBAYEQUE,05:20,DESPISTE,0,0
AREQUIPA,09:10,CHOQUE,1,1
LIMA,21:30,CHOQUE,0,0
JUNIN,05:45,CHOQUE,0,0
LIMA,14:10,DESPISTE,0,0
LIMA,21:30,ESPECIAL,0,0
LIMA,15:20,DESPISTE,0,1
LIMA,10:15,DESPISTE,0,0
CUSCO,08:00,CHOQUE,0,5
AYACUCHO,22:30,CHOQUE,0,6
MADRE DE DIOS,21:40,DESPISTE,0,0
HUANUCO,00:35,DESPISTE,0,0
AREQUIPA,06:50,CHOQUE,0,0
LAMBAYEQUE,21:55,CHOQUE,0,1
LAMBAYEQUE,17:00,CHOQUE,0,0
PIURA,15:20,CHOQUE,1,0
AREQUIPA,23:20,DESPISTE,0,1
PUNO,18:50,CHOQUE,0,2
LA LIBERTAD,03:45,DESPISTE,1,0
LIMA,08:20,CHOQUE,0,3
AREQUIPA,20:40,DESPISTE,0,1
CAJAMARCA,00:10,DESPISTE,0,1
HUANCAVELICA,18:25,CHOQUE,0,1
AYACUCHO,03:30,DESPISTE,22,17
JUNIN,01:00,ATROPELLO,1,0
UCAYALI,13:00,DESPISTE,0,2
AREQUIPA,10:00,CHOQUE,0,0
LAMBAYEQUE,19:30,CHOQUE,0,2
LIMA,20:10,CHOQUE,0,0
LIMA,06:50,DESPISTE,0,5
PUNO,01:40,DESPISTE,0,0
CUSCO,19:00,DESPISTE,0,2
MADRE DE DIOS,21:40,DESPISTE,0,0
AMAZONAS,10:05,DESPISTE,0,0
ANCASH,02:00,DESPISTE,0,0
ANCASH,11:20,DESPISTE,0,1
APURIMAC,10:00,CHOQUE,0,2
APURIMAC,03:15,ATROPELLO,0,0
AREQUIPA,19:40,ATROPELLO,0,0
PIURA,23:00,DESPISTE,0,3
PUNO,06:15,DESPISTE,0,0
CUSCO,19:30,CHOQUE,0,1
LIMA,11:50,CHOQUE,0,2
LIMA,19:20,DESPISTE,0,0
LIMA,15:00,DESPISTE,0,2
LAMBAYEQUE,20:15,CHOQUE,0,0
LIMA,03:30,ATROPELLO,0,0
CAJAMARCA,20:05,CHOQUE,0,0
LAMBAYEQUE,17:30,CHOQUE,0,1
JUNIN,19:30,CHOQUE,0,1
LIMA,04:30,DESPISTE,0,0
LIMA,15:25,DESPISTE,0,1
PASCO,16:30,DESPISTE,0,0
CAJAMARCA,14:50,DESPISTE,0,1
ANCASH,19:10,CHOQUE,0,3
PUNO,10:25,DESPISTE,0,0
AMAZONAS,09:00,CHOQUE,0,1
MADRE DE DIOS,15:00,CHOQUE,0,0
SAN MARTIN,17:20,CHOQUE,0,2
LA LIBERTAD,15:00,CHOQUE,0,0
PIURA,17:00,DESPISTE,0,2
MOQUEGUA,11:20,CHOQUE,0,0
CAJAMARCA,08:40,DESPISTE,3,2
CAJAMARCA,20:11,ATROPELLO,0,0
JUNIN,18:50,ATROPELLO,0,0
UCAYALI,22:30,DESPISTE,0,1
LIMA,05:20,DESPISTE,0,0
LIMA,23:20,DESPISTE,0,0
LAMBAYEQUE,17:30,CHOQUE,0,2
LIMA,00:05,DESPISTE,1,1
ANCASH,19:00,CHOQUE,0,2
LIMA,06:05,DESPISTE,0,0
HUANCAVELICA,00:30,ATROPELLO,1,0
LIMA,23:40,CHOQUE,0,1
ICA,09:10,DESPISTE,0,4
MOQUEGUA,17:50,DESPISTE,0,1
MOQUEGUA,11:10,CHOQUE,0,0
AMAZONAS,20:40,DESPISTE,0,2
SAN MARTIN,20:20,CHOQUE,0,0
ANCASH,00:05,CHOQUE,1,0
AREQUIPA,13:30,CHOQUE,0,0
AREQUIPA,19:30,CHOQUE,0,1
SAN MARTIN,09:15,DESPISTE,0,1
AREQUIPA,20:30,DESPISTE,0,0
AREQUIPA,11:40,DESPISTE,0,2
PIURA,21:30,CHOQUE,0,0
AREQUIPA,20:30,DESPISTE,0,0
PIURA,20:35,DESPISTE,0,1
PUNO,16:35,DESPISTE,0,0
LORETO,19:15,DESPISTE,0,1
CAJAMARCA,N.I.,CHOQUE,0,3
LIMA,06:39,ATROPELLO,0,0
CAJAMARCA,16:25,DESPISTE,0,1
CAJAMARCA,13:30,CHOQUE,1,3
LIMA,07:30,DESPISTE,0,3
LAMBAYEQUE,06:20,CHOQUE,0,1
LIMA,06:26,CHOQUE,0,1
LIMA,07:00,DESPISTE,0,0
ANCASH,09:30,DESPISTE,0,0
LIMA,07:10,CHOQUE,0,2
ANCASH,09:14,DESPISTE,0,4
ANCASH,12:40,DESPISTE,0,3
MADRE DE DIOS,16:00,DESPISTE,0,0
ICA,19:00,ATROPELLO,0,1
APURIMAC,04:40,DESPISTE,0,0
ANCASH,17:30,CHOQUE,0,0
MADRE DE DIOS,21:00,CHOQUE,0,1
CUSCO,16:00,DESPISTE,0,1
PIURA,07:00,CHOQUE,1,3
MOQUEGUA,07:45,CHOQUE,0,2
LIMA,18:20,DESPISTE,0,1
AREQUIPA,10:30,DESPISTE,0,2
LAMBAYEQUE,17:45,CHOQUE,0,1
LIMA,23:00,DESPISTE,0,1
LIMA,04:20,CHOQUE,0,3
LIMA,05:20,DESPISTE,0,0
LIMA,22:10,ESPECIAL,0,0
CAJAMARCA,17:00,VOLCADURA,0,0
LIMA,01:00,ESPECIAL,1,1
ANCASH,10:40,CHOQUE,0,0
LIMA,00:25,CHOQUE,2,3
PASCO,15:30,DESPISTE,0,0
AYACUCHO,04:00,DESPISTE,0,1
APURIMAC,10:30,CHOQUE,0,0
MADRE DE DIOS,20:10,CHOQUE,0,1
AYACUCHO,23:00,CHOQUE,1,4
SAN MARTIN,16:30,DESPISTE,0,2
LAMBAYEQUE,05:30,DESPISTE,0,0
LAMBAYEQUE,06:30,CHOQUE,0,1
AREQUIPA,10:05,CHOQUE,0,0
LORETO,17:10,DESPISTE,0,1
ANCASH,16:45,DESPISTE,0,2
LORETO,19:00,CHOQUE,1,0
LIMA,09:20,DESPISTE,0,1
CUSCO,20:00,CHOQUE,0,10
LAMBAYEQUE,18:00,CHOQUE,0,4
AREQUIPA,04:30,DESPISTE,0,0
ANCASH,04:50,DESPISTE,0,0
APURIMAC,17:30,DESPISTE,0,0
LA LIBERTAD,21:00,CHOQUE,0,1
LAMBAYEQUE,06:00,DESPISTE,0,4
PUNO,13:00,DESPISTE,0,1
LAMBAYEQUE,05:00,CHOQUE,0,0
ANCASH,19:15,DESPISTE,0,2
CAJAMARCA,22:50,DESPISTE,0,1
LORETO,16:35,CHOQUE,0,2
UCAYALI,10:10,ATROPELLO,0,1
CAJAMARCA,08:50,CHOQUE,0,1
LIMA,10:00,CHOQUE,0,0
ANCASH,15:10,DESPISTE,0,0
CAJAMARCA,16:50,DESPISTE,0,5
ANCASH,11:35,DESPISTE,0,1
MADRE DE DIOS,20:20,CHOQUE,2,1
HUANUCO,07:00,DESPISTE,0,1
LA LIBERTAD,15:20,CHOQUE,3,7
APURIMAC,09:00,CHOQUE,0,3
CUSCO,10:00,DESPISTE,2,2
AREQUIPA,10:00,CHOQUE,0,2
PIURA,18:30,CHOQUE,0,1
CALLAO,06:00,CHOQUE,1,0
JUNIN,09:40,DESPISTE,0,1
CAJAMARCA,13:55,CHOQUE,0,2
LIMA,10:50,DESPISTE,0,0
JUNIN,11:05,ATROPELLO,0,1
AMAZONAS,12:00,DESPISTE,0,2
HUANUCO,07:45,CHOQUE,0,1
CUSCO,15:00,DESPISTE,0,2
LA LIBERTAD,23:55,CHOQUE,0,2
AREQUIPA,07:50,DESPISTE,0,1
LA LIBERTAD,20:30,CHOQUE,0,0
AREQUIPA,19:40,DESPISTE,0,0
ANCASH,02:00,ESPECIAL,0,0
LIMA,12:10,DESPISTE,0,0
CAJAMARCA,08:20,CHOQUE,0,0
LIMA,07:50,DESPISTE,0,0
CAJAMARCA,13:05,DESPISTE,0,3
LIMA,08:00,CHOQUE,0,0
JUNIN,10:00,ESPECIAL,0,0
ANCASH,19:35,DESPISTE,0,1
ICA,20:30,DESPISTE,0,1
ICA,17:30,CHOQUE,0,4
PUNO,18:20,CHOQUE,0,1
PUNO,15:30,DESPISTE,0,0
UCAYALI,10:18,CHOQUE,0,1
AREQUIPA,07:00,DESPISTE,0,0
AREQUIPA,05:40,CHOQUE,0,4
CUSCO,13:00,DESPISTE,0,24
PUNO,04:00,DESPISTE,0,6
PASCO,09:00,DESPISTE,0,3
UCAYALI,14:30,DESPISTE,0,1
CUSCO,10:00,DESPISTE,0,0
PUNO,13:45,DESPISTE,0,1
PIURA,20:00,CHOQUE,0,2
AYACUCHO,21:30,DESPISTE,0,0
JUNIN,05:40,CHOQUE,0,1
AMAZONAS,20:30,CHOQUE,0,1
SAN MARTIN,04:05,CHOQUE,0,3
AREQUIPA,14:50,DESPISTE,0,0
AREQUIPA,10:50,CHOQUE,0,0
LAMBAYEQUE,08:20,DESPISTE,0,0
LAMBAYEQUE,13:45,DESPISTE,0,0
CUSCO,18:00,DESPISTE,0,1
HUANCAVELICA,12:30,DESPISTE,1,1
LAMBAYEQUE,11:30,CHOQUE,1,1
JUNIN,03:50,DESPISTE,0,1
AYACUCHO,07:30,DESPISTE,0,1
PIURA,15:30,ATROPELLO,0,0
ANCASH,14:40,DESPISTE,0,6
HUANCAVELICA,14:30,DESPISTE,0,2
ANCASH,19:30,DESPISTE,0,1
MADRE DE DIOS,16:45,CHOQUE,0,1
MADRE DE DIOS,16:45,CHOQUE,0,1
ANCASH,17:30,DESPISTE,0,1
CUSCO,06:30,CHOQUE,0,1
LORETO,18:30,DESPISTE,0,0
LIMA,18:45,DESPISTE,0,2
UCAYALI,08:00,CHOQUE,0,3
LIMA,21:30,DESPISTE,0,0
LIMA,20:45,DESPISTE,0,2
PUNO,12:43,DESPISTE,0,0
JUNIN,11:20,CHOQUE,0,2
LIMA,08:35,CHOQUE,0,1
CAJAMARCA,17:00,CHOQUE,0,3
CUSCO,20:00,DESPISTE,0,1
JUNIN,08:00,CHOQUE,0,2
AMAZONAS,23:00,DESPISTE,0,2
AMAZONAS,14:30,CHOQUE,0,0
PUNO,05:55,CHOQUE,0,0
UCAYALI,19:30,ATROPELLO,1,0
LIMA,21:50,CHOQUE,1,2
JUNIN,05:30,VOLCADURA,0,0
LIMA,20:40,CHOQUE,0,0
JUNIN,05:56,DESPISTE,0,2
LIMA,18:05,DESPISTE,0,3
LIMA,04:50,VOLCADURA,0,0
CAJAMARCA,12:25,DESPISTE,0,0
HUANUCO,09:00,DESPISTE,0,0
SAN MARTIN,17:57,CHOQUE,0,5
JUNIN,05:30,DESPISTE,0,0
LIMA,07:10,CHOQUE,0,1
JUNIN,22:45,CHOQUE,0,1
LIMA,07:30,CHOQUE,0,3
ICA,11:00,ESPECIAL,0,0
LIMA,09:35,DESPISTE,0,1
LIMA,00:35,DESPISTE,1,0
LA LIBERTAD,16:10,CHOQUE,0,3
ANCASH,15:00,DESPISTE,1,3
ANCASH,05:30,CHOQUE,0,1
SAN MARTIN,13:20,DESPISTE,0,0
PUNO,09:20,CHOQUE,0,0
PUNO,07:20,DESPISTE,0,0
LA LIBERTAD,23:50,CHOQUE,0,2
LIMA,16:30,ATROPELLO,0,0
JUNIN,13:30,DESPISTE,0,0
LIMA,13:06,DESPISTE,0,1
LIMA,04:30,DESPISTE,0,0
PUNO,14:00,DESPISTE,0,2
ICA,00:00,ESPECIAL,0,0
PUNO,10:20,CHOQUE,0,0
ANCASH,17:25,DESPISTE,0,0
ICA,00:30,VOLCADURA,0,1
HUANUCO,21:50,DESPISTE,0,1
LA LIBERTAD,21:35,VOLCADURA,0,0
AREQUIPA,17:00,DESPISTE,0,1
PIURA,07:45,CHOQUE,0,3
PIURA,07:45,ESPECIAL,0,0
PUNO,20:15,CHOQUE,0,1
MOQUEGUA,22:50,CHOQUE,0,12
LIMA,22:00,ESPECIAL,0,0
LIMA,14:30,DESPISTE,0,1
CUSCO,01:40,DESPISTE,1,1
CAJAMARCA,20:00,CHOQUE,0,2
LIMA,05:50,CHOQUE,0,0
LIMA,18:40,CHOQUE,0,1
HUANCAVELICA,12:40,CHOQUE,0,1
LIMA,19:45,CHOQUE,0,2
CAJAMARCA,N.I.,CHOQUE,0,1
LIMA,20:00,DESPISTE,0,2
AREQUIPA,19:05,CHOQUE,0,1
ANCASH,02:50,CHOQUE,0,0
AMAZONAS,10:30,CHOQUE,0,4
ANCASH,13:45,DESPISTE,0,0
ANCASH,06:10,DESPISTE,0,2
LAMBAYEQUE,20:38,CHOQUE,1,2
PIURA,13:35,CHOQUE,0,3
PIURA,13:35,CHOQUE,0,3
CALLAO,06:30,DESPISTE,0,1
LIMA,06:00,CHOQUE,0,5
CAJAMARCA,17:20,DESPISTE,0,2
LIMA,13:45,DESPISTE,0,1
LIMA,13:50,DESPISTE,0,8
LIMA,17:40,DESPISTE,0,0
MOQUEGUA,10:30,DESPISTE,0,1
MADRE DE DIOS,04:30,CHOQUE,0,1
APURIMAC,15:40,DESPISTE,0,2
SAN MARTIN,13:30,CHOQUE,0,0
SAN MARTIN,19:30,CHOQUE,0,1
SAN MARTIN,11:20,CHOQUE,0,0
AREQUIPA,17:20,CHOQUE,1,0
LIMA,20:50,DESPISTE,0,0
LA LIBERTAD,06:10,CHOQUE,1,0
LIMA,21:15,DESPISTE,0,0
LIMA,15:18,CHOQUE,0,0
LIMA,20:10,CHOQUE,0,2
AYACUCHO,05:00,CHOQUE,0,1
APURIMAC,07:30,CHOQUE,0,2
SAN MARTIN,19:00,CHOQUE,0,1
AREQUIPA,11:30,ESPECIAL,0,0
LA LIBERTAD,07:00,CHOQUE,0,3
LIMA,15:30,DESPISTE,0,1
ICA,15:05,DESPISTE,0,2
ANCASH,12:58,CHOQUE,0,0
SAN MARTIN,09:50,CHOQUE,0,1
AREQUIPA,20:30,DESPISTE,0,2
LAMBAYEQUE,15:00,CHOQUE,0,0
AREQUIPA,00:25,CHOQUE,0,2
LIMA,20:20,CHOQUE,0,0
TACNA,18:00,CHOQUE,6,16
LAMBAYEQUE,15:30,CHOQUE,0,1
LIMA,04:39,DESPISTE,0,0
MADRE DE DIOS,07:00,CHOQUE,1,0
APURIMAC,07:45,CHOQUE,0,2
AREQUIPA,18:00,DESPISTE,0,0
LA LIBERTAD,07:50,CHOQUE,1,0
CUSCO,10:56,CHOQUE,0,0
TACNA,14:30,DESPISTE,1,4
MOQUEGUA,11:25,CHOQUE,0,0
PUNO,18:30,CHOQUE,0,0
LIMA,05:00,CHOQUE,1,7
LIMA,18:10,DESPISTE,0,0
LIMA,20:00,DESPISTE,0,2
LIMA,06:20,CHOQUE,0,0
LIMA,23:39,DESPISTE,0,0
JUNIN,16:30,DESPISTE,0,0
LIMA,00:00,CHOQUE,0,1
PASCO,12:30,DESPISTE,0,0
MOQUEGUA,10:01,DESPISTE,0,0
ICA,15:10,DESPISTE,0,0
LA LIBERTAD,06:20,CHOQUE,0,0
